
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:   ApiKey Unknown-43? (43) Versions 0..0
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:   ApiKey Unknown-44? (44) Versions 0..0
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature MsgVer1: Produce (2..2) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature MsgVer1: Fetch (2..2) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature MsgVer1
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature MsgVer2: Produce (3..3) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature MsgVer2: Fetch (4..4) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature MsgVer2
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature ApiVersion: ApiVersion (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature ApiVersion
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerGroupCoordinator: GroupCoordinator (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature BrokerGroupCoordinator
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: GroupCoordinator (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: OffsetCommit (1..2) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: OffsetFetch (1..1) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: JoinGroup (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: SyncGroup (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: Heartbeat (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature BrokerBalancedConsumer: LeaveGroup (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature BrokerBalancedConsumer
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature ThrottleTime: Produce (1..2) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature ThrottleTime: Fetch (1..2) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature ThrottleTime
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature Sasl: JoinGroup (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature Sasl
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature SaslHandshake: SaslHandshake (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature SaslHandshake
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature LZ4: GroupCoordinator (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature LZ4
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature OffsetTime: Offset (1..1) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature OffsetTime
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature IdempotentProducer: InitProducerId (0..0) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature IdempotentProducer
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature ZSTD: Produce (7..7) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap:  Feature ZSTD: Fetch (10..10) supported by broker
%7|1564074177.305|APIVERSION|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Enabling feature ZSTD
%7|1564074177.305|FEATURE|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Updated enabled protocol features to MsgVer1,ApiVersion,BrokerBalancedConsumer,ThrottleTime,Sasl,SaslHandshake,BrokerGroupCoordinator,LZ4,OffsetTime,MsgVer2,IdempotentProducer,ZSTD
%7|1564074177.305|STATE|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Broker changed state APIVERSION_QUERY -> UP
%7|1564074177.305|BROADCAST|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: Broadcasting state change
%7|1564074177.305|METADATA|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Request metadata for brokers only: connected
%7|1564074177.305|SEND|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Sent MetadataRequest (v2, 25 bytes @ 0, CorrId 2)
%7|1564074177.311|RECV|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Received MetadataResponse (v2, 82 bytes, CorrId 2, rtt 5.38ms)
%7|1564074177.311|METADATA|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: ===== Received metadata: connected =====
%7|1564074177.311|METADATA|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: ClusterId: -kXCQPgkQYWSwNmZA31PoA, ControllerId: 0
%7|1564074177.311|METADATA|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: 2 brokers, 0 topics
%7|1564074177.311|METADATA|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap:   Broker #0/2: localnosql1:9092 NodeId 0
%7|1564074177.311|WAKEUPFD|rdkafka#consumer-1| [thrd:main]: localnosql1:9092/0: Enabled low-latency ops queue wake-ups
%7|1564074177.311|BROKER|rdkafka#consumer-1| [thrd:main]: localnosql1:9092/0: Added new broker with NodeId 0
%7|1564074177.311|METADATA|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap:   Broker #1/2: localnosql2:9092 NodeId 1
%7|1564074177.311|WAKEUPFD|rdkafka#consumer-1| [thrd:main]: localnosql2:9092/1: Enabled low-latency ops queue wake-ups
%7|1564074177.311|BRKMAIN|rdkafka#consumer-1| [thrd:localnosql1:9092/0]: localnosql1:9092/0: Enter main broker thread
%7|1564074177.311|BROKER|rdkafka#consumer-1| [thrd:main]: localnosql2:9092/1: Added new broker with NodeId 1
%7|1564074177.311|CLUSTERID|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: ClusterId update "" -> "-kXCQPgkQYWSwNmZA31PoA"
%7|1564074177.311|CONTROLLERID|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: ControllerId update -1 -> 0
%7|1564074177.311|BRKMAIN|rdkafka#consumer-1| [thrd:localnosql2:9092/1]: localnosql2:9092/1: Enter main broker thread
%7|1564074177.311|BROADCAST|rdkafka#consumer-1| [thrd:main]: Broadcasting state change
%7|1564074177.311|SUBSCRIPTION|rdkafka#consumer-1| [thrd:main]: Group "My-group3": no topics in metadata matched subscription
%7|1564074178.292|CGRPQUERY|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: Group "My-group3": querying for coordinator: intervaled in state query-coord
%7|1564074178.292|CGRPSTATE|rdkafka#consumer-1| [thrd:main]: Group "My-group3" changed state query-coord -> wait-coord (v1, join-state init)
%7|1564074178.292|BROADCAST|rdkafka#consumer-1| [thrd:main]: Broadcasting state change
%7|1564074178.292|SEND|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Sent GroupCoordinatorRequest (v0, 36 bytes @ 0, CorrId 3)
%7|1564074178.298|RECV|rdkafka#consumer-1| [thrd:y,y.y.y:9092/bootstrap]: y,y.y.y:9092/bootstrap: Received GroupCoordinatorResponse (v0, 23 bytes, CorrId 3, rtt 5.40ms)
%7|1564074178.298|CGRPCOORD|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: Group "My-group3" coordinator is localnosql1:9092 id 0
%7|1564074178.298|CGRPCOORD|rdkafka#consumer-1| [thrd:main]: Group "My-group3" changing coordinator -1 -> 0
